genus,dbh.min,dbh.q.025,dbh.q.25,dbh.median,dbh.q.75,dbh.q.975,dbh.max,dbh.mean,dbh.sd,dbh.n,dbh.cv,dbh.se,H.min,H.q.025,H.q.25,H.median,H.q.75,H.q.975,H.max,H.mean,H.sd,H.n,H.cv,H.se,wd.min,wd.q.025,wd.q.25,wd.median,wd.q.75,wd.q.975,wd.max,wd.mean,wd.sd,wd.n,wd.cv,wd.se,agb.min,agb.q.025,agb.q.25,agb.median,agb.q.75,agb.q.975,agb.max,agb.mean,agb.sd,agb.n,agb.cv,agb.se,n,n.sp,n.family,n.order
Boswellia,2.5464790894703255,4.138028520389279,7.321127382227186,9.867606471697512,7.321127382227186,24.19155134996809,99.94930426171028,10.700260804531087,5.358518048359447,2585,50.07838730519869,0.10539364486067902,2,2,4,5,4,8,12,4.830947775628626,1.5198791322358252,2585,31.461303305810446,0.02989363851131595,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,2585,0,0,56.3395415462825,57.45984365765355,58.67834002985577,59.50141732432499,58.67834002985577,61.00673721602748,61.975333640786886,59.37097853972866,0.9647476087431461,100,1.6249481353883632,0.09647476087431461,1,1,1,1
Brassaia,2.5464790894703255,3.183098861837907,6.047887837492023,9.23098669932993,6.047887837492023,28.480777066294642,73.21127382227186,10.807553749148573,7.34715856858488,2422,67.98169816332114,0.1492905587982594,2,2,3,5,3,10,16,4.996696944673824,2.164828462015752,2422,43.32519034045737,0.043988223172234685,0.42271083683473387,0.42271083683473387,0.42271083683473387,0.42271083683473387,0.42271083683473387,0.42271083683473387,0.42271083683473387,0.42271083683473387,0,2422,0,0,61.369223102173464,63.91559088521221,66.52801584679187,67.74726646656885,66.52801584679187,71.88198896698583,72.639562354189,67.80918964061719,1.9123187357198899,100,2.8201468648350065,0.19123187357198898,1,1,1,1
Bridelia,2.5464790894703255,2.5464790894703255,3.819718634205488,6.684507609859605,3.819718634205488,18.46197339865986,40.10704565915763,7.61527139330331,4.552945081840706,1686,59.78703642583846,0.11088265766660027,2,3,3,4,3,8,14,4.612099644128114,1.6719563635034898,1686,36.251523004975354,0.04071891089292467,0.5550327380952381,0.5550327380952381,0.5550327380952381,0.5550327380952381,0.5550327380952381,0.5550327380952381,0.5550327380952381,0.5550327380952381,0,1686,0,0,24.506015985042854,24.684629886620368,25.314007745912683,25.77864432449053,25.314007745912683,26.808284564637873,27.162690728904856,25.80797568117307,0.5886033413557926,100,2.2807032547894837,0.05886033413557926,1,1,1,1
Broussonetia,2.5464790894703255,2.5464790894703255,3.183098861837907,4.138028520389279,3.183098861837907,31.87873510130594,243.18875304441607,7.403808205889674,8.108598006562046,21155,109.51928765674558,0.05574927904905443,2,2,3,4,3,12,23,4.885795320255259,2.739139913877176,21155,56.063337375624435,0.0188324880934487,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0,21155,0,0,388.0249052645424,392.0615918500487,399.84871170249255,403.2911608181516,399.84871170249255,417.5260525639428,418.4634342142225,404.15566014863936,6.783684884085297,100,1.678483206591839,0.6783684884085297,1,1,1,1
Brownea,3.183098861837907,4.169859509007658,5.092958178940651,8.276057040778557,5.092958178940651,28.043100972791958,43.29014452099553,10.39104939564419,7.625605864875047,45,73.38629213014437,1.1367582055654455,3,3,3,4,3,8.899999999999999,13,4.466666666666667,1.816590212458495,45,40.6699301296678,0.270801280154532,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,0,45,0,0,2.1887755549465147,2.4909971809924594,3.1546081748580233,3.53541175156556,3.1546081748580233,5.110623065594177,6.417903533245381,3.5974043111719194,0.6965351100612496,100,19.362158095439117,0.06965351100612496,2,2,1,1
Buchanania,3.183098861837907,3.183098861837907,7.957747154594767,11.140846016432674,7.957747154594767,23.992607671103215,28.64788975654116,11.109015027814294,5.443483264891615,40,49.00059322327358,0.8606902761033592,2,2.975,5,7,5,12.324999999999982,25,6.675,3.554610584896243,40,53.252593032153456,0.5620332821607722,0.3925,0.3925,0.3925,0.3925,0.3925,0.3925,0.3925,0.3925,0,40,0,0,0.922257051216366,0.9792322888951299,1.1523643171897218,1.2671803931301178,1.1523643171897218,1.6815595435591062,1.8850199389313764,1.2867167369329915,0.19904480456253307,100,15.469201483845993,0.019904480456253308,1,1,1,1
Bursera,4.45633840657307,7.002817496043395,14.642254764454371,19.735212943395023,14.642254764454371,27.05634032562221,27.05634032562221,19.000651667586276,5.718493548131965,65,30.096302212030434,0.7092918294926494,3,3.6,5,5,5,7.599999999999994,10,5.107692307692307,1.1057107007920985,65,21.647950467315184,0.13714653330519563,0.31083333333333335,0.31083333333333335,0.31083333333333335,0.31083333333333335,0.31083333333333335,0.31083333333333335,0.31083333333333335,0.31083333333333335,0,65,0,0,1.8849520909388815,2.0132684435906354,2.2154549258287877,2.3444862351921545,2.2154549258287877,2.6132896054656833,2.7570870074285647,2.333181060707264,0.15679478792967735,100,6.720215184763574,0.015679478792967737,2,2,1,1
Butea,2.5464790894703255,3.183098861837907,7.957747154594767,11.140846016432674,7.957747154594767,27.374650211806,106.31550198538609,12.409730658494306,6.973841777728021,4751,56.19656034157771,0.10117648203980459,2,2,4,5,4,10,19,5.148389812671017,1.9669043367456456,4751,38.204262076363705,0.028535844035967275,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.43333333333333335,0,4751,0,0,151.1500348736785,152.0579564616193,154.99789334710516,156.35625419562638,154.99789334710516,160.85877388961387,161.9383376418337,156.45789264901583,2.2173977206179303,100,1.4172488732110493,0.22173977206179302,1,1,1,1
Caesalpinia,2.5464790894703255,3.183098861837907,3.819718634205488,6.047887837492023,3.819718634205488,40.05134142907544,114.59155902616465,9.013133522275925,10.874653252515568,808,120.65341343983093,0.3825689664131618,2,2,3,4,3,10,20,4.137376237623762,2.1213937218144716,808,51.27388953712513,0.0746303707037459,0.84,0.84,0.84,0.84,0.84,1.17,1.17,0.8856342821782178,0,808,0,0,68.75409678783798,70.30672917313618,74.43178555215603,78.76227552030464,74.43178555215603,91.61873830718761,100.03817834555925,79.32082185475825,6.394049794571543,100,8.06099791335934,0.6394049794571542,3,3,1,1
Callistemon,2.5464790894703255,3.183098861837907,7.957747154594767,12.732395447351628,7.957747154594767,35.01408748021697,126.0507149287811,14.430681670152538,9.247697436542362,7202,64.08358002705918,0.10897002578741546,2,2,4,6,4,12,18,5.99611219105804,2.525302896756184,7202,42.11567122646822,0.02975684743892797,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0,7202,0,0,712.4301458065131,713.3223285023746,723.2515931904254,730.3488088867748,723.2515931904254,752.4416779970295,761.1477230849919,730.6698259972509,10.02012776274817,100,1.3713619211074237,1.002012776274817,1,1,1,1
Callitris,3.819718634205488,4.44042291226388,8.833099341600192,14.801409707546267,8.833099341600192,27.470143177661132,31.194368846011486,15.955283044962508,7.5323064942767735,40,47.20885535562414,1.1909622278196321,3,3,3,8,3,12,12,7.1,2.933449881134533,40,41.316195508937085,0.46381915131676604,0.6067142857142857,0.6067142857142857,0.6067142857142857,0.6067142857142857,0.6067142857142857,0.6067142857142857,0.6067142857142857,0.6067142857142857,0,40,0,0,2.735477522605148,3.1945726671187504,3.492885035043864,3.67298864193555,3.492885035043864,4.26096283150534,4.318668619633676,3.700972416442025,0.29305268444459454,100,7.918261782840422,0.029305268444459454,1,1,1,1
Calophyllum,2.5464790894703255,3.183098861837907,4.45633840657307,7.957747154594767,4.45633840657307,55.871342772409854,113.95493925379706,12.865024566594874,14.735415549624253,540,114.53857296072336,0.6341113224793394,2,2,3,4,3,16,25,5.270370370370371,3.6742411597564058,540,69.71504660114051,0.1581141646854043,0.5846,0.5846,0.5846,0.5846,0.5846,0.5846,0.5846,0.5846,0,540,0,0,61.5076218654343,65.15514077288358,70.60665167376817,73.67992752437331,70.60665167376817,84.4539793482889,91.4059963531411,74.37767083407255,5.433538146337503,100,7.305335170361895,0.5433538146337503,1,1,1,1
Cananga,6.047887837492023,6.262747010666081,8.19647956923261,21.16760743122208,8.19647956923261,34.600284628178045,34.69577759403318,20.76972007349234,15.398600586383846,4,74.13966356742831,7.699300293191923,3,3.075,3.75,7,3.75,11.85,12,7.25,4.425306015783918,4,61.03870366598508,2.212653007891959,0.3272,0.3272,0.3272,0.3272,0.3272,0.3272,0.3272,0.3272,0,4,0,0,0.21277514565630823,0.24314615627481972,0.32360866975835956,0.4422409752681382,0.32360866975835956,0.7635636659449835,0.8425432297498228,0.44935215799118533,0.14028731356382548,100,31.219904270845277,0.014028731356382548,1,1,1,1
Capparis,2.5464790894703255,3.183098861837907,4.45633840657307,7.957747154594767,4.45633840657307,25.464790894703256,43.60845440717932,9.591346739448907,6.301690716499467,1302,65.70183403526443,0.174643164583682,2,2,3,4,3,8,12,4.225038402457757,1.7584896190370993,1302,41.62067776742961,0.048734253357135285,0.6910833333333334,0.6910833333333334,0.6910833333333334,0.6910833333333334,0.6910833333333334,0.6910833333333334,0.6910833333333334,0.6910833333333334,0,1302,0,0,37.11586951087646,37.52016515040209,38.20783641813787,38.73047846199526,38.20783641813787,40.60819766844267,41.3022218382462,38.808435893926244,0.8501367571641478,100,2.1905978367378607,0.08501367571641479,1,1,1,1
Careya,5.092958178940651,6.286620252129866,8.276057040778557,10.345071300973197,8.276057040778557,23.475354106054564,26.101410667070837,12.71250107946514,5.771241483807969,16,45.398159242876424,1.4428103709519922,3,3,4,6,4,11,11,6.3125,2.774136502289196,16,43.94671686794766,0.693534125572299,0.7313333333333334,0.7313333333333334,0.7313333333333334,0.7313333333333334,0.7313333333333334,0.7313333333333334,0.7313333333333334,0.7313333333333334,0,16,0,0,0.7148311637366165,0.7865859056507801,0.9641838827325757,1.0555147861173617,0.9641838827325757,1.4261566873818117,1.5771360450798768,1.06589697389148,0.15861796004770418,100,14.881171814252022,0.015861796004770418,1,1,1,1
Caryota,2.5464790894703255,3.183098861837907,6.366197723675814,13.050705333535419,6.366197723675814,43.60845440717932,247.96340133717294,16.905059114880427,12.93542509175075,12600,76.51807073756125,0.11523792582288138,2,2,3,5,3,13,24,5.864206349206349,3.21283363239983,12600,54.78718587101986,0.02862219688843947,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0,12600,0,0,1491.0532962283273,1496.8154107073078,1512.5428118691755,1524.8214575597444,1512.5428118691755,1556.025602423635,1560.3575768504325,1524.7198805478945,16.482462808843447,100,1.0810157996313803,1.6482462808843448,2,2,1,1
Cascabela,2.5464790894703255,3.183098861837907,3.819718634205488,5.729577951308232,3.819718634205488,18.46197339865986,222.4986104424697,7.073861347334284,4.884736043979788,28563,69.05331903092154,0.028902751625885764,2,2,3,3,3,8,24,3.870566817211077,1.7000855241056219,28563,43.92342528608283,0.010059325458649477,0.5928561792027417,0.5928561792027417,0.5928561792027417,0.5928561792027417,0.5928561792027417,0.5928561792027417,0.5928561792027417,0.5928561792027417,0,28563,0,0,382.0024005965143,384.6224236802431,394.2633746093592,399.95472275916813,394.2633746093592,418.24268655129083,423.10322242504384,400.2271075739427,8.897519226500034,100,2.2231175895191457,0.8897519226500034,1,1,1,1
Casearia,3.183098861837907,3.42183127647575,5.570423008216338,6.684507609859605,5.570423008216338,7.2972541407634015,7.321127382227186,5.968310365946076,1.8987747236766097,4,31.814275854530273,0.9493873618383049,3,3,3,3.5,3,4.925,5,3.75,0.9574271077563381,4,25.531389540169016,0.47871355387816905,0.606,0.606,0.606,0.6153076923076923,0.606,0.6246153846153846,0.6246153846153846,0.6153076923076923,0,4,0,0,0.01264302084430587,0.014820503793023364,0.020260531239024222,0.02246685653277283,0.020260531239024222,0.042733633244203637,0.04812929206602916,0.0245000603902139,0.0072613030317987375,100,29.6378985037079,7.261303031798737e-4,2,2,1,1
Cassia,2.5464790894703255,3.183098861837907,6.366197723675814,11.459155902616464,6.366197723675814,38.515496228238675,296.02819415092534,13.527988028601959,10.740717368619086,10486,79.39626606639655,0.1048886177048197,2,2,4,6,4,12,21,5.807648292962044,2.6238883988653163,10486,45.17987774922693,0.02562361690782295,0.616,0.7358277777777777,0.7981666666666667,0.7981666666666667,0.7981666666666667,0.7981666666666667,0.7981666666666667,0.7868192664293132,0,10486,0,0,1064.1538159608322,1073.4162284621848,1090.7978726184203,1102.3717271920095,1090.7978726184203,1135.3256504674546,1153.9891313232351,1101.759519089836,16.451485910496732,100,1.4932011591864722,1.6451485910496733,9,9,1,1
Castanospermum,35.65070725258456,35.65070725258456,35.65070725258456,35.65070725258456,35.65070725258456,35.65070725258456,35.65070725258456,35.65070725258456,NA,1,NA,NA,7,7,7,7,7,7,7,7,NA,1,NA,NA,0.6253333333333333,0.6253333333333333,0.6253333333333333,0.6253333333333333,0.6253333333333333,0.6253333333333333,0.6253333333333333,0.6253333333333333,NA,1,NA,NA,0.10999416570542125,0.1436624906300148,0.23548610588796504,0.29586861649322616,0.23548610588796504,0.5684662621872922,0.6549588723999783,0.31276706927699477,0.11272799712716103,100,36.04215667197563,0.011272799712716103,1,1,1,1
Casuarina,2.5464790894703255,3.819718634205488,11.140846016432674,16.552114081557114,11.140846016432674,46.47324338283344,126.0507149287811,18.75038762648939,11.268831131873942,8273,60.099190247960706,0.12389316814636539,2,2,6,9,6,16,25,9.123655264112172,3.859859212000089,8273,42.30606155389076,0.042436538517380454,0.80875,0.80875,0.80875,0.80875,0.80875,0.80875,0.80875,0.80875,0,8273,0,0,1908.3534496003685,1910.8695025973468,1935.4385079064732,1947.976037161205,1935.4385079064732,1979.5647045042933,1993.1209074082017,1948.496024570669,18.077305321047824,100,0.9277568490308299,1.8077305321047823,1,1,1,1
Catunaregam,3.183098861837907,3.25471858622926,3.8992961057514357,4.933803235848755,3.8992961057514357,11.618310845708358,12.095775674984045,6.2866202521298655,4.0126829886201465,4,63.82893872523437,2.0063414943100732,3,3,3,3.5,3,4.925,5,3.75,0.9574271077563381,4,25.531389540169016,0.47871355387816905,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0,4,0,0,0.009988172800452172,0.017519941752862617,0.029152190841017434,0.03667396935718995,0.029152190841017434,0.06746534325407255,0.14317499414367102,0.03897499768528187,0.016380374865137524,100,42.02790465161014,0.0016380374865137524,1,1,1,1
Cedrela,3.5014087480216975,3.5014087480216975,6.12746530903797,13.528170162811104,6.12746530903797,48.67753934465619,55.38592019597958,16.574850501998814,13.272060270853594,42,80.07348403687305,2.0479233606914984,2,2.0250000000000004,5,7,5,13.975000000000001,18,7.428571428571429,3.479156451889558,42,46.83479839082097,0.5368454955687845,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0,42,0,0,4.269634913353449,4.733823163452648,5.593626637268615,5.95296537038528,5.593626637268615,7.660933499341299,8.080218056006888,6.019776176957149,0.7254521926395218,100,12.051148935012735,0.07254521926395217,1,1,1,1
Ceiba,2.5464790894703255,3.183098861837907,7.957747154594767,15.278874536821952,7.957747154594767,54.29570883580004,181.1183252385769,19.02952237571284,15.202716507829916,3378,79.89016333501343,0.26157207313224606,2,2,4,7,4,14,20,6.976317347542925,3.281669253726049,3378,47.040137227728906,0.05646313470289154,0.3052121212121212,0.3052121212121212,0.3052121212121212,0.3052121212121212,0.3052121212121212,0.3052121212121212,0.392,0.3053405816602975,0,3378,0,0,326.3833632155981,327.18747249620094,334.2834416514948,338.1279515673888,334.2834416514948,352.7110259986865,353.71882778162274,338.93180903903306,6.960010800216674,100,2.053513602028166,0.6960010800216674,2,2,1,1
Cerbera,4.7746482927568605,4.798521534220645,5.013380707394703,5.252113122032546,5.013380707394703,5.705704709844448,5.729577951308232,5.252113122032546,0.6752372371178292,2,12.856486930664493,0.47746482927568573,2,2.025,2.25,2.5,2.25,2.975,3,2.5,0.7071067811865476,2,28.284271247461902,0.5,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0,2,0,0,9.342890413014269e-4,0.0015570781227411102,0.0027215327799183188,0.0032791861547654486,0.0027215327799183188,0.006499359069378587,0.02161428892555168,0.003623917244294802,0.0021468268694646133,100,59.24050481131713,2.1468268694646133e-4,1,1,1,1
Ceriscoides,2.5464790894703255,3.183098861837907,3.183098861837907,4.615493349664965,3.183098861837907,16.57598732302088,30.876058959827695,6.456717097559329,4.168470375671949,320,64.560214001751,0.23302457805491406,2,2,3,3,3,7,10,3.81875,1.2662579085277577,320,33.15896323476943,0.07078596901286942,0.6373688678653103,0.6373688678653103,0.6373688678653103,0.6373688678653103,0.6373688678653103,0.6373688678653103,0.6373688678653103,0.6373688678653103,0,320,0,0,3.1719686913316467,3.2545879056640707,3.4115737435336504,3.5146899458114165,3.4115737435336504,4.045146954174971,4.307999394902537,3.5629770050053273,0.21642262539780177,100,6.074207750815337,0.021642262539780178,1,1,1,1
Chrysalidocarpus,2.5464790894703255,2.5464790894703255,4.45633840657307,6.366197723675814,4.45633840657307,15.477818215686813,50.61127190322272,6.981344210070679,4.907926264143875,252,70.300591354085185,0.30917029399921414,2,2,3,4,3,8.724999999999994,20,4.571428571428571,2.3428404846916706,252,51.2496356026303,0.14758507819019495,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0,252,0,0,3.1252004586818414,3.318132879778446,3.850119100106549,4.2142294625958225,3.850119100106549,6.163559588468461,7.6517840594382145,4.350917180383076,0.7661521897770263,100,17.608981233459616,0.07661521897770263,1,1,1,1
Chrysophyllum,14.32394487827058,14.514930809980854,16.233804195373324,17.82535362629228,16.233804195373324,42.032820470569554,43.60845440717932,23.418513054950314,10.955683642293657,7,46.782148877628224,4.140859194315333,4,4.15,5.5,6,5.5,9.7,10,6.571428571428571,1.9880595947760098,7,30.253080790069717,0.7514158970504523,0.655,0.655,0.655,0.655,0.655,0.9,0.9,0.76,0,7,0,0,0.8400002770757061,0.9041177676768766,1.0934073972164788,1.2703259547328274,1.0934073972164788,1.9351674146800857,2.0933865679569115,1.277576020601148,0.25460127666572685,100,19.928463947368652,0.025460127666572685,2,2,1,1
Chukrasia,3.183098861837907,3.183098861837907,9.390141642421826,11.777465788800255,9.390141642421826,30.94767868421905,31.194368846011486,13.4585398752084,7.554352218551707,32,56.13054825113212,1.3354334203023879,2,2.775,5,6,5,10.899999999999991,14,5.96875,2.3346530446106284,32,39.11460598300529,0.4127122498904986,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0,32,0,0,1.3255333539201568,1.506716297634136,1.68863586297629,1.8173001402759232,1.68863586297629,2.4192628448648805,2.848052346219116,1.8467377822160864,0.2412759073385692,100,13.064979211560722,0.02412759073385692,1,1,1,1
Cinnamomum,2.5464790894703255,2.848873481344927,5.092958178940651,7.957747154594767,5.092958178940651,38.197186342054884,82.76057040778558,11.684421360531147,12.02532019059072,260,102.91754995425873,0.7457786990950849,2,2,3,5,3,15,18,5.219230769230769,3.083461830108629,260,59.07885599323829,0.1912281848567394,0.4874,0.498,0.575,0.575,0.575,0.575,0.575,0.5672592307692307,0,260,0,0,20.15227806385555,21.1660288202087,23.13684266153389,24.767567460942416,23.13684266153389,29.316542719939754,33.30274770431164,24.876506921991037,2.316021827519629,100,9.310076510268596,0.2316021827519629,3,3,1,1
Citharexylum,2.5464790894703255,3.183098861837907,7.321127382227186,11.459155902616464,7.321127382227186,27.05634032562221,54.11268065124442,12.346079757743784,6.5883638824418895,1788,53.364015231713495,0.15580945930988563,2,2,3,5,3,12,18,5.827740492170022,3.048841741742891,1788,52.316017603035405,0.07210263303281651,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,1788,0,0,103.55389154907022,104.62867727260635,106.39347383103106,107.32165815978149,106.39347383103106,110.85921723560372,112.3095863282276,107.49045790878027,1.6541192132041524,100,1.5388521412829865,0.16541192132041524,1,1,1,1
Citrus,2.5464790894703255,2.5464790894703255,3.5014087480216975,4.7746482927568605,3.5014087480216975,13.050705333535419,77.98592211502871,5.517324668932456,3.0604419949792296,15907,55.4696737752682,0.024265542887230502,2,2,2,3,2,7,25,3.406864902244295,1.3663882578389823,15907,40.10691051878415,0.010833779214111527,0.7,0.74,0.74,0.74,0.74,0.78,0.78,0.7427057270384108,0,15907,0,0,122.90316984867243,123.71279993905394,125.71505298666072,127.61520952098348,125.71505298666072,132.7679156104899,136.57940609072617,127.60520004603536,2.5380852027735723,100,1.9890139287881077,0.25380852027735723,7,7,1,1
Cleistanthus,3.183098861837907,3.183098861837907,7.002817496043395,10.822536130248883,7.002817496043395,28.003312237018978,32.14929850456286,11.05820787290419,6.1131648424981915,104,55.28169584763563,0.5994451311866854,3,3,5,6,5,10.424999999999997,12,6.048076923076923,1.9477635055717217,104,32.20467481390446,0.19099392543796342,0.6517999999999999,0.6517999999999999,0.6517999999999999,0.6517999999999999,0.6517999999999999,0.6517999999999999,0.6517999999999999,0.6517999999999999,0,104,0,0,3.4951684438247184,3.7913958263380865,4.142113426070832,4.329721136972666,4.142113426070832,4.940444402297996,5.0731807165360765,4.363248747817177,0.3101088815265457,100,7.107293199400684,0.03101088815265457,1,1,1,1
Clusia,2.5464790894703255,2.992112930127633,4.45633840657307,7.002817496043395,4.45633840657307,18.11183252385769,22.91831180523293,7.674480558633046,4.100984891677859,109,53.43664447836341,0.3928031124543869,2,2,3,4,3,7,8,3.9357798165137616,1.3352432803564311,109,33.925761668729834,0.12789311110903048,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0,109,0,0,1.2537910060219644,1.278703456772163,1.3948788732191026,1.4502068080951211,1.3948788732191026,1.686096545281556,1.7709845833316802,1.4506641316245084,0.10074042294954993,100,6.944434673292502,0.010074042294954993,1,1,1,1
Cochlospermum,2.5464790894703255,3.183098861837907,6.684507609859605,8.91267681314614,6.684507609859605,50.531694431676755,84.9887396110721,12.296511639244095,11.462390390608395,222,93.21660261782198,0.7693052717883869,2,2,4,5,4,11,12,5.364864864864865,2.290493777848293,222,42.694342458633166,0.1537278768432928,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0,222,0,0,5.30289341351518,5.831104525108328,6.69309318877267,7.145005348426519,6.69309318877267,8.873521773376936,10.022756567967821,7.187437822362464,0.7847399771474434,100,10.918215872502733,0.07847399771474434,1,1,1,1
Cocos,2.5464790894703255,5.092958178940651,19.416903057211233,27.05634032562221,19.416903057211233,47.7464829275686,317.9915762976069,26.515271485428695,11.069384609457394,68092,41.74720449511712,0.042420465719806476,2,2,6,8,6,15,25,8.245829172296306,3.5471634689595946,68092,43.01766862788133,0.013593558417781478,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0,68092,0,0,15478.71837210748,15571.105146305596,15686.53841216592,15756.252959742282,15686.53841216592,15977.42394091576,16096.673023637706,15753.194126255577,107.1276142726322,100,0.6800374159935251,10.71276142726322,1,1,1,1
Colvillea,4.45633840657307,7.305211887917997,18.939438227935547,21.326762374313976,18.939438227935547,44.7862009860593,79.57747154594767,23.112065648996975,9.922638943228188,115,42.93272221498218,0.9252908524992871,3,4,7,9,7,13.149999999999991,20,9.217391304347826,2.66156071050675,115,28.87542280266757,0.24819181599710502,0.7038210655111016,0.7038210655111016,0.7038210655111016,0.7038210655111016,0.7038210655111016,0.7038210655111016,0.7038210655111016,0.7038210655111016,0,115,0,0,24.623356538360902,26.079050362776997,27.693066047153252,29.30150386369698,27.693066047153252,33.52817708707381,37.268354524435026,29.27753697920414,2.0977398147823827,100,7.1650146536315855,0.20977398147823828,1,1,1,1
Commiphora,2.5464790894703255,3.183098861837907,7.957747154594767,11.140846016432674,7.957747154594767,34.86289028427958,60.47887837492023,13.383186550268487,8.203893861723504,292,61.300003783918875,0.48009657452570637,2,2,4,6,4,12,17,5.8493150684931505,2.481110675116622,292,42.4171145863029,0.14519601986810773,0.4018888888888889,0.4018888888888889,0.4018888888888889,0.4018888888888889,0.4018888888888889,0.4018888888888889,0.4018888888888889,0.4018888888888889,0,292,0,0,11.190400033487409,11.412002106242202,12.084985583965866,12.503266017654912,12.084985583965866,14.030720979794019,14.811547729992848,12.583805573575832,0.7471651612125106,100,5.9375135513969575,0.07471651612125106,2,2,1,1
Conocarpus,2.5464790894703255,2.5464790894703255,2.5464790894703255,2.5464790894703255,2.5464790894703255,11.140846016432674,28.32957987035737,3.607099511163594,2.4631746046085605,2572,68.28684922568101,0.04856906200589427,2,2,3,3,3,7,11,3.198678071539658,1.086939455797392,2572,33.98089559147796,0.021432353892616544,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0,2572,0,0,11.77642737718073,12.21741842565185,12.602052955644828,12.851032893062733,12.602052955644828,13.683731688308479,13.870688418146766,12.878243369388148,0.3838899781412318,100,2.9809188033652654,0.03838899781412318,1,1,1,1
Cordia,2.5464790894703255,3.183098861837907,4.7746482927568605,7.639437268410976,4.7746482927568605,27.868030535390933,95.4929658551372,9.150209448021908,6.922202049659047,6699,75.65074973399093,0.08457446957599492,2,2,3,4,3,9,18,4.597402597402597,1.9532149121033162,6699,42.485183116371566,0.023864099021379773,0.363,0.363,0.7,0.7,0.7,0.7,0.7,0.6448761071987673,0,6699,0,0,174.55728789651366,175.818473866597,180.7204017201111,182.87342056713175,180.7204017201111,190.32725130211912,193.9994725937015,182.9238432217646,3.604711009345053,100,1.970607519422683,0.3604711009345053,6,6,1,1
Corymbia,2.5464790894703255,2.8011269984173577,13.687325105903,21.326762374313976,13.687325105903,56.53183578624123,58.250709171633694,26.490456083517692,19.673365054283,9,74.26586009790796,6.557788351427667,2,2.2,9,11,9,14.8,15,9.88888888888889,4.594682917363407,9,46.46308568120299,1.531560972454469,0.8248333333333333,0.8248333333333333,0.8248333333333333,0.8248333333333333,0.8248333333333333,0.8248333333333333,0.8248333333333333,0.8248333333333333,0,9,0,0,3.1151086579081206,3.6748102315031312,4.516437984050567,5.09566518993122,4.516437984050567,7.279464748005905,7.764230927228714,5.157907127870161,0.9094257366149275,100,17.631681107652163,0.09094257366149275,1,1,1,1
