family,dbh.min,dbh.q.025,dbh.q.25,dbh.median,dbh.q.75,dbh.q.975,dbh.max,dbh.mean,dbh.sd,dbh.n,dbh.cv,dbh.se,H.min,H.q.025,H.q.25,H.median,H.q.75,H.q.975,H.max,H.mean,H.sd,H.n,H.cv,H.se,wd.min,wd.q.025,wd.q.25,wd.median,wd.q.75,wd.q.975,wd.max,wd.mean,wd.sd,wd.n,wd.cv,wd.se,agb.min,agb.q.025,agb.q.25,agb.median,agb.q.75,agb.q.975,agb.max,agb.mean,agb.sd,agb.n,agb.cv,agb.se,n,n.sp,n.genus,n.order
Phyllanthaceae,2.5464790894703255,3.183098861837907,4.138028520389279,7.639437268410976,4.138028520389279,26.101410667070837,199.26198875105297,9.498142455384908,7.2006508166364895,10093,75.81114781610934,0.07167399539087083,2,2,3,4,3,10,22,4.7633012979292575,2.013025528825216,10093,42.26114207178822,0.020037297481690617,0.5550327380952381,0.5550327380952381,0.6,0.636,0.6,0.636,0.6517999999999999,0.6130143759465542,0,10093,0,0,328.2760970127221,329.78985411468216,336.12618368314446,339.04365017809005,336.12618368314446,347.3021339599305,348.80351158422826,338.82283846519846,4.501837531287848,100,1.3286700364356476,0.4501837531287848,5,5,4,1
Pinaceae,4.7746482927568605,5.4112680651244425,7.002817496043395,8.594366926962348,7.002817496043395,25.97408671259732,26.101410667070837,10.316985134545217,6.155880740473908,17,59.667438308713486,1.4930203830399635,2,2,2,2,2,8.800000000000004,10,3.0588235294117645,2.164214298402948,17,70.753159755481,0.5248990675757278,0.327,0.327,0.3954,0.3954,0.3954,0.3954,0.3954,0.38332941176470586,0,17,0,0,0.1567273847834912,0.17446240418807926,0.22489009513912264,0.2635868932237838,0.22489009513912264,0.3976523448514345,0.4287602531896355,0.26876818940186664,0.061727225471185955,100,22.96671552111786,0.0061727225471185955,2,2,1,1
Podocarpaceae,2.5464790894703255,2.8966199642724955,3.819718634205488,4.7746482927568605,3.819718634205488,37.799298984325134,43.926764293363114,9.895285592235233,10.941004158992959,23,110.5678462436526,2.281357071408435,2,2,3,4,3,10.899999999999999,12,5.304347826086956,2.9608779811016075,23,55.81983079125982,0.6173857373238962,0.4844853603603604,0.4844853603603604,0.4844853603603604,0.4844853603603604,0.4844853603603604,0.4844853603603604,0.4844853603603604,0.4844853603603604,0,23,0,0,0.662841086196795,0.7620227750662614,1.018110052350484,1.137147605191198,1.018110052350484,1.780561483946708,2.1542195011368346,1.1862627621027682,0.2640148993210763,100,22.256021832219005,0.02640148993210763,1,1,1,1
Polygonaceae,8.594366926962348,8.594366926962348,8.594366926962348,10.185916357881302,8.594366926962348,12.636902481496492,12.732395447351628,10.140443516997903,1.7183680573246947,7,16.945689352189405,0.6494820772226177,3,3.15,4,4,4,6,6,4.428571428571429,1.1338934190276817,7,25.60404494578636,0.42857142857142855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0,7,0,0,0.06958039459693692,0.07341081762160373,0.08788001604609028,0.10005290243475529,0.08788001604609028,0.14397346798556926,0.14989532414921553,0.1026545905889281,0.01808982325480884,100,17.62203049179559,0.0018089823254808838,1,1,1,1
Primulaceae,16.233804195373324,16.233804195373324,16.233804195373324,16.233804195373324,16.233804195373324,16.233804195373324,16.233804195373324,16.233804195373324,NA,1,NA,NA,6,6,6,6,6,6,6,6,NA,1,NA,NA,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,NA,1,NA,NA,0.008040547790470134,0.02990177853819899,0.04970323166187259,0.06426214767123217,0.04970323166187259,0.13663756478482547,0.16071325934589026,0.06854663335012015,0.027374266961635356,100,39.93524645012689,0.0027374266961635355,1,1,1,1
Proteaceae,2.5464790894703255,3.183098861837907,11.459155902616464,19.098593171027442,11.459155902616464,48.38310269993618,244.14368270296745,20.667345449830727,12.302437488654473,29950,59.5259682406636,0.07108742017816991,2,3,7,9,7,16,25,9.118697829716194,3.6832454455410923,29950,40.39223049521456,0.021282970699747654,0.5207058823529412,0.5207058823529412,0.5207058823529412,0.5207058823529412,0.5207058823529412,0.5207058823529412,0.63,0.5207095315722283,0,29950,0,0,5485.119902186247,5503.312044152638,5550.422968680552,5579.366419850965,5550.422968680552,5675.457762934923,5696.889818422955,5579.632772334416,44.083900523618006,100,0.7900860562401154,4.408390052361801,2,2,1,1
Putranjivaceae,2.5464790894703255,2.5464790894703255,3.819718634205488,6.366197723675814,3.819718634205488,41.38028520389279,154.69860468532227,10.301910638439802,10.701032735579266,8142,103.87425314727746,0.1185932971595116,2,2,3,4,3,12,25,5.189511176615082,2.8166460869757195,8142,54.27574950928055,0.031215243859153106,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0,8142,0,0,600.6153855672902,607.2294601658532,620.1526271264783,628.151176786002,620.1526271264783,646.4148807574338,653.9380710602827,627.2911840304114,10.54232302783784,100,1.6806107428614432,1.054232302783784,1,1,1,1
Rhamnaceae,2.5464790894703255,2.5464790894703255,4.138028520389279,7.957747154594767,4.138028520389279,33.42253804929802,146.10423775835991,10.536785646026154,8.907532166569888,18878,84.53747153838398,0.06483050558017403,2,2,3,4,3,10,21,4.531835999576226,2.0834216033685493,18878,45.973014106498354,0.015163490106716316,0.6183333333333333,0.6183333333333333,0.6183333333333333,0.6183333333333333,0.6183333333333333,0.8,0.8,0.623298901719815,0,18878,0,0,840.2021912361479,855.3779781984605,864.0952367969594,868.7336403351117,864.0952367969594,888.5731454044876,891.7778330789032,870.0392515852835,9.243321450094836,100,1.0624028092126578,0.9243321450094836,2,2,1,1
Rosaceae,3.183098861837907,3.183098861837907,3.978873577297384,4.7746482927568605,3.978873577297384,13.369015219719207,14.32394487827058,6.411670564559213,3.900339985329063,7,60.83188376658591,1.4741899471117164,3,3,3,4,3,4.85,5,3.7142857142857144,0.7559289460184544,7,20.351933162035312,0.2857142857142857,0.5856666666666667,0.6298166666666667,0.88,0.88,0.88,0.88,0.88,0.837952380952381,0,7,0,0,0.03830942509395657,0.045765548519020184,0.05890384178204696,0.06875210053779601,0.05890384178204696,0.1126410934107645,0.13802943650791288,0.07107305393988753,0.017725662569238684,100,24.940060383828126,0.0017725662569238684,2,2,2,1
Rubiaceae,2.5464790894703255,3.183098861837907,4.138028520389279,7.321127382227186,4.138028520389279,32.46760839074665,180.16339558002554,10.026230982508034,8.413278170633,18903,83.91267052705024,0.06119273737171628,2,2,3,4,3,12,24,4.790879754536317,2.47617306713196,18903,51.685143313967714,0.0180100794376234,0.43,0.54,0.63,0.63,0.63,0.7928571428571428,0.96,0.6360411073760917,0,18903,0,0,910.4501163500229,912.356718108882,922.2074160421578,927.1759209766195,922.2074160421578,951.5526541678526,959.3390475933381,929.1499077969994,10.942941126510496,100,1.1777368791281533,1.0942941126510495,14,14,10,1
Rutaceae,2.5464790894703255,2.5464790894703255,3.183098861837907,4.7746482927568605,3.183098861837907,21.326762374313976,98.6760647169751,6.454442614067696,5.602175827337355,33438,86.7956562992319,0.030636319394547203,2,2,2,3,2,8,25,3.6304204796937616,1.7802431497973807,33438,49.036830850721465,0.009735520522402013,0.439,0.636,0.636,0.74,0.636,0.8713333333333333,0.8713333333333333,0.7220694917957613,0,33438,0,0,694.6625414912779,704.4783103330976,712.9221295415185,719.2454066313817,712.9221295415185,738.9913047318789,750.9579354691723,719.6840601113779,10.086206485102977,100,1.4014769874911557,1.0086206485102978,12,12,5,1
Salicaceae,2.5464790894703255,3.183098861837907,4.45633840657307,8.91267681314614,4.45633840657307,39.470425886790046,81.48733086305042,12.265110575434393,10.03575401315735,641,81.82359181708325,0.3963884513805082,2,2,3,5,3,12,18,5.736349453978159,3.139079049289952,641,54.722590987078036,0.12398616800269442,0.34,0.34,0.41133333333333333,0.41133333333333333,0.41133333333333333,0.7825,0.7825,0.5276626065042601,0,641,0,0,31.122935192375795,31.32440989048898,33.14528154096217,33.81890936786991,33.14528154096217,36.52928317933932,37.18062660541195,33.97299020262524,1.2873283544217724,100,3.789270084098441,0.12873283544217723,7,7,5,1
Santalaceae,2.5464790894703255,2.5464790894703255,3.819718634205488,5.092958178940651,3.819718634205488,14.642254764454371,167.4310001326739,6.169922781865,3.802033816998631,37109,61.622064836431875,0.01973678225032473,2,2,3,4,3,8,20,4.111671023201919,1.5346351264814455,37109,37.32387921654212,0.007966462368021265,0.7213333333333334,0.7213333333333334,0.7213333333333334,0.7213333333333334,0.7213333333333334,0.7213333333333334,0.854,0.7213869591383941,0,37109,0,0,428.7173713857721,430.7415600346849,436.23339179981815,440.2919351735943,436.23339179981815,450.81966658056547,457.3862016084051,440.65246656900297,5.89895635365939,100,1.3386867886136424,0.589895635365939,2,2,2,1
Sapindaceae,2.5464790894703255,3.183098861837907,4.7746482927568605,8.276057040778557,4.7746482927568605,44.881693951914485,120.95775674984046,12.806594830900769,11.773213148773177,1746,91.93086299853755,0.2817558144435778,2,2,3,5,3,12,18,5.352233676975945,2.790115205297234,1746,52.129921331717185,0.06677286583755182,0.499,0.6866166666666667,0.6866166666666667,0.8541428571428571,0.6866166666666667,0.96,0.96,0.8230022834506082,0,1746,0,0,194.25757658888963,197.70251508438167,203.9845138669146,207.37860289879632,203.9845138669146,219.60326801114888,227.27844587880233,207.68970194045917,6.02053521697693,100,2.8988125847004715,0.602053521697693,7,7,7,1
Sapotaceae,2.5464790894703255,2.5464790894703255,4.138028520389279,7.002817496043395,4.138028520389279,31.194368846011486,147.0591674169113,9.34818940100511,7.659339631928146,25361,81.9339371868591,0.04809590936517115,2,2,3,4,3,10,25,4.548834825125192,2.1493686996745054,25361,47.25097266233119,0.01349670430345666,0.655,0.79,0.81,0.8492222222222222,0.81,1.06,1.06,0.8395021537483586,0,25361,0,0,1202.7952923909081,1210.4651070870837,1230.044634346473,1238.2041502043999,1230.044634346473,1262.7366502977152,1264.5650842431007,1238.0199453057276,13.382091383714771,100,1.0809269619973756,1.3382091383714771,9,9,5,1
Simaroubaceae,2.5464790894703255,3.183098861837907,5.092958178940651,11.140846016432674,5.092958178940651,74.80282325319081,159.15494309189535,18.43335471164517,18.829810121343435,1635,102.15075018031203,0.46567943798692807,2,2,3,5,3,15,23,6.370030581039756,3.713181678199818,1635,58.291426249224216,0.09183057852970433,0.4,0.4,0.4,0.4,0.4,0.5571777777777778,0.5571777777777778,0.4099978525314305,0,1635,0,0,261.4944818270337,268.030241303097,274.8951137542378,279.5883310202981,274.8951137542378,297.8280765472331,301.94648057338645,279.62040828033383,7.376012804983112,100,2.6378664026512255,0.7376012804983112,2,2,2,1
Solanaceae,3.5014087480216975,3.5014087480216975,4.138028520389279,5.092958178940651,4.138028520389279,16.886339462050092,18.46197339865986,7.002817496043395,5.275372192913228,7,75.33213875549124,1.9939032708219793,2,2,2.5,3,2.5,4.85,5,3.2857142857142856,1.1126972805283737,7,33.864699842167894,0.420560041253707,0.41185714285714287,0.41185714285714287,0.41185714285714287,0.41185714285714287,0.41185714285714287,0.41185714285714287,0.41185714285714287,0.41185714285714287,0,7,0,0,0.021524651268517755,0.022124990325638718,0.03162841323733716,0.039606041505090075,0.03162841323733716,0.07094968072802083,0.0743606161703425,0.040900743642292445,0.01218269937833429,100,29.78600947914565,0.0012182699378334289,2,2,1,1
Ulmaceae,2.5464790894703255,3.183098861837907,5.092958178940651,10.822536130248883,5.092958178940651,67.48169587096362,204.03663704380983,17.001205995612267,17.529072161616213,15998,103.1048748314689,0.13858814528017288,2,2,3,5,3,15,25,6.2708463557944745,3.715245886010803,15998,59.24632298761059,0.02937343356538251,0.5155000000000001,0.5155000000000001,0.5155000000000001,0.5155000000000001,0.5155000000000001,0.5155000000000001,0.5155000000000001,0.5155000000000001,0,15998,0,0,2921.950139599577,2949.102639718207,2984.202755304689,3010.533366747156,2984.202755304689,3079.852904660589,3120.127204298566,3012.362044079817,37.22474979385,100,1.235732931471755,3.7224749793850003,1,1,1,1
Verbenaceae,2.5464790894703255,3.183098861837907,7.321127382227186,11.459155902616464,7.321127382227186,27.05634032562221,54.11268065124442,12.346079757743784,6.5883638824418895,1788,53.364015231713495,0.15580945930988563,2,2,3,5,3,12,18,5.827740492170022,3.048841741742891,1788,52.316017603035405,0.07210263303281651,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,1788,0,0,103.55389154907022,104.62867727260635,106.39347383103106,107.32165815978149,106.39347383103106,110.85921723560372,112.3095863282276,107.49045790878027,1.6541192132041524,100,1.5388521412829865,0.16541192132041524,1,1,1,1
Zygophyllaceae,3.183098861837907,3.183098861837907,4.7746482927568605,7.002817496043395,4.7746482927568605,17.737818407591735,20.690142601946395,7.456224019967981,3.431758805461124,172,46.025425151803056,0.2616691557795743,2,2,3,3,3,6,7,3.627906976744186,1.145001970200884,172,31.56095174271668,0.08730558174182522,0.6743333333333333,0.6743333333333333,0.6743333333333333,0.6743333333333333,0.6743333333333333,0.6743333333333333,1.1766666666666667,0.686015503875969,0,172,0,0,1.8402008542323642,1.8711059735584405,1.9945105395476461,2.050236052039159,1.9945105395476461,2.3238386576266876,2.42023666635105,2.0659421282295316,0.11638772943702554,100,5.6336393864414465,0.011638772943702554,2,2,2,1
NA,2.5464790894703255,3.183098861837907,6.366197723675814,12.095775674984045,6.366197723675814,54.11268065124442,308.76058959827697,16.36801871176007,14.831003429803706,26904,90.60964366535059,0.09041950146387977,2,2,3,5,3,12,25,5.496134403806125,2.9116492399386273,26904,52.97631073072526,0.01775131898249582,Inf,NA,NA,NA,NA,NA,-Inf,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,100,NA,0,NA,NA,NA,NA
